index,Country/Region,Day,Confirmed,Deaths,Recovered,Active Cases,Cases,Death Rate,Recovery Rate,New Deaths,New Recovered,New Cases,New Case Rate,New Death Rate
7740,Senegal,2,16.0,0.0,0.0,16.0,16.0,0.0,0.0,-2.0,0.0,8.0,0.33333333333333326,-2.0
1003,Benin,2,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-14.0,-2.75,-1.0
55,Albania,2,45.0,2.0,0.0,43.0,45.0,0.044444444444444446,0.0,2.0,0.0,42.0,inf,inf
3979,Holy See,2,8.0,0.0,0.0,8.0,8.0,0.0,0.0,-2.0,0.0,-37.0,-1.880952380952381,-2.0
4027,Honduras,2,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-5.0,-0.8648648648648649,-1.0
1920,China,2,916.0,26.0,36.0,854.0,880.0,0.028384279475982533,0.039301310043668124,26.0,36.0,897.0,-65.07142857142857,inf
9661,Western Sahara,2,4.0,0.0,0.0,4.0,4.0,0.0,0.0,-26.0,-36.0,-912.0,-2.016722408026756,-2.0
2349,Cruise Ship,2,2136.0,21.0,975.0,1140.0,1161.0,0.009831460674157303,0.45646067415730335,21.0,975.0,2132.0,-3.337719298245614,-1.8076923076923077
2238,Cote d'Ivoire,2,11.0,0.0,2.0,9.0,9.0,0.0,0.18181818181818182,-21.0,-973.0,-2125.0,-1.99671669793621,-2.0
276,Antigua and Barbuda,2,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,-2.0,-4.0,-0.9981176470588236,-1.0
5907,Mauritius,2,14.0,1.0,0.0,13.0,14.0,0.07142857142857142,0.0,1.0,0.0,3.0,-0.625,inf
2406,Cyprus,2,26.0,0.0,0.0,26.0,26.0,0.0,0.0,-1.0,0.0,12.0,3.0,-2.0
2083,Congo (Brazzaville),2,9.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,-17.0,-2.416666666666667,-1.0
9618,West Bank and Gaza,2,98.0,1.0,18.0,79.0,80.0,0.01020408163265306,0.1836734693877551,1.0,18.0,90.0,44.0,inf
9564,Vietnam,3,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.0,-18.0,-96.0,-2.0666666666666664,-2.0
5530,MS Zaandam,3,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
2355,Cuba,3,18.0,2.0,0.0,16.0,18.0,0.1111111111111111,0.0,2.0,0.0,17.0,-1.85,inf
1769,Central African Republic,3,3.0,0.0,0.0,3.0,3.0,0.0,0.0,-2.0,0.0,-15.0,-1.8823529411764706,-2.0
5766,Mali,3,18.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,15.0,-2.0,-1.0
7105,Philippines,3,11.0,5.0,0.0,6.0,11.0,0.45454545454545453,0.0,5.0,0.0,-7.0,-1.4666666666666668,inf
3493,Germany,3,5.0,0.0,0.0,5.0,5.0,0.0,0.0,-5.0,0.0,-6.0,-0.1428571428571429,-2.0
4410,Iraq,3,14.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,9.0,-2.5,-1.0
9765,Zimbabwe,3,3.0,1.0,0.0,2.0,3.0,0.3333333333333333,0.0,1.0,0.0,-2.0,-2.0,inf
1294,Brunei,3,50.0,0.0,0.0,50.0,50.0,0.0,0.0,-1.0,0.0,47.0,-24.5,-2.0
1401,Burkina Faso,3,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,-45.0,-1.9574468085106385,-1.0
7595,San Marino,3,10.0,1.0,0.0,9.0,10.0,0.1,0.0,1.0,0.0,5.0,-1.1111111111111112,inf
8240,South Sudan,3,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.0,0.0,-8.0,-2.6,-2.0
8964,Trinidad and Tobago,3,18.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,16.0,-3.0,-1.0
56,Albania,3,23.0,1.0,0.0,22.0,23.0,0.043478260869565216,0.0,1.0,0.0,1.0,-0.9473684210526316,inf
2290,Croatia,3,6.0,0.0,0.0,6.0,6.0,0.0,0.0,-1.0,0.0,-17.0,-18.0,-2.0
2929,Equatorial Guinea,3,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
3395,Gambia,3,3.0,1.0,0.0,2.0,3.0,0.3333333333333333,0.0,1.0,0.0,-40.0,-2.081081081081081,inf
5222,Lebanon,3,4.0,0.0,0.0,4.0,4.0,0.0,0.0,-1.0,0.0,1.0,-1.025,-2.0
